S,ssi,smpi,enl
16,0.3616457411322774,0.3558749934265988,48.77177430651479
20,0.34908497227335383,0.3438962202801341,52.438207228764306
24,0.3362920481929616,0.3301329317582004,56.38514072074894
25,0.3351330442189666,0.3301909751045478,56.85992470341351
28,0.32846182813980573,0.3232135340383823,59.03515590890896
30,0.329562575688887,0.324096083639045,58.78053161590963
32,0.3220228614214817,0.31688638848349593,61.59219149448364
35,0.32389269488778755,0.3190482188124312,60.6767640262434
36,0.3327315262512575,0.3271359267680669,57.787178767478835
40,0.3224832545297169,0.3174260128205692,61.20705463656799
42,0.3145081097361165,0.309062827452156,64.29695933200153
44,0.3252847284299908,0.31980338837247835,60.0627077161403
45,0.331114659006281,0.3259847610443082,58.00477868063644
48,0.3149956721062255,0.30957467024279334,64.19905427878233
49,0.3060840442840342,0.3012117663970247,67.81155471196976
52,0.3226945670463438,0.317490981688462,61.145901795763834
54,0.32384374666687027,0.3180606829656461,60.85389951131871
55,0.32207340741858015,0.31688437510258316,61.40068822945524
56,0.3129174994145394,0.3078011423039083,65.06930131099905
60,0.3234592864993066,0.3178062319555602,60.810512678732124
63,0.31530868818231744,0.31002343659281356,63.94823448674854
65,0.3220937016771796,0.31706236409318267,61.38754253906408
66,0.31819982629150123,0.3123732200226635,62.92797786934134
68,0.31988834085699985,0.3151762207174366,62.2337659819288
70,0.3195140999540805,0.3144283148817687,62.43126000464765
72,0.3150080519179524,0.3097277151845493,64.01078769259009
77,0.30842466196751406,0.3031705937784552,66.71776265071534
78,0.31584866890093233,0.3103896741942694,63.70362093854912
80,0.31403650623568335,0.30928921674827575,64.54255745942334
81,0.3298469718055768,0.3239609484339181,58.37203874900534
85,0.33172246303413955,0.3273392973304363,57.805750368912115
88,0.3051778728336775,0.3002778969321416,68.13111141760687
91,0.3056569979802961,0.3006714187186372,67.89213395000088
99,0.31697727740078085,0.3113708719388113,63.31443191047432
102,0.31840273207662,0.3133643735835834,62.78990524779165
104,0.30463638734816056,0.29994306390711295,68.43267922275523
117,0.31634626725592546,0.3109680075206112,63.58752281591024
119,0.3090333250888391,0.30437334582504894,66.40158386886785
132,0.31641551929327144,0.31159449844426207,63.59842735835557
136,0.30909183836109316,0.30403934265217647,66.37394736402544
143,0.31172377799951273,0.3064470890546477,65.26150025191966
153,0.3309650930326439,0.32516849176991774,57.89063850420068
154,0.30945652409161767,0.30373448705056505,66.21759991762136
187,0.31252707149316333,0.30745646018091155,64.92282914475162
221,0.3103685467160465,0.3052732977010073,65.82900887916428
