S,ssi,smpi,enl
16,0.7526724331597543,0.8113795956228929,0.7334506331474655
20,0.7506556872370956,0.810518168589654,0.7373903675263462
24,0.749041648306518,0.8100017761334999,0.7405691194570758
25,0.7489921788940108,0.8096917020104147,0.740666835546732
28,0.7482866725684415,0.809987693779144,0.7420669655365103
30,0.7474815584851694,0.8095848254565752,0.7436541100327848
32,0.7474961784481815,0.8102032982185369,0.7436336703531714
35,0.7467386921047064,0.8094844978082485,0.7451364792089114
36,0.7467293733381951,0.8098724222554896,0.7451626060192211
40,0.7464097165651224,0.8101139861054889,0.7458007965406168
42,0.7453054639369094,0.809530652852369,0.7479973467020123
44,0.746457176624493,0.8098245301222164,0.7457152136855487
45,0.7455542155671113,0.8097983461149847,0.7475086817751523
48,0.7449410150491672,0.8097029402004672,0.748724544967564
49,0.7446611775916255,0.8095963149720348,0.7492912001823976
52,0.745493110738523,0.8110439933663711,0.7476357202153142
54,0.7441899298379254,0.8101362874863713,0.7502420198971935
55,0.745247561396113,0.8091593052364596,0.7481257439473471
56,0.7466148069541447,0.8083971393062338,0.7453964210707291
60,0.744473139119565,0.8114977407884054,0.7496730908654107
63,0.7434953693962562,0.810243244855999,0.751640975251654
65,0.7442323339659652,0.810441742590074,0.7501604198034312
66,0.7439631977635139,0.8096483332039774,0.750700182611441
68,0.7473753537506762,0.8087502739606515,0.7438677234607559
70,0.7449264488401054,0.8093348833722952,0.7487686025213813
72,0.7433016491151073,0.810131827115946,0.752026392033652
77,0.7434312609232995,0.8095256445049717,0.751770171193155
78,0.7430251930966865,0.810691246047716,0.7525907616541383
80,0.7466766336553361,0.8090259245955197,0.7452706175785255
81,0.7421717849582541,0.8109920524588161,0.7543189671194266
85,0.7456969607721837,0.8095689715265891,0.7472118849688127
88,0.7434543003894525,0.8093544333966558,0.7517162631595533
91,0.7425707989694255,0.8107280521697439,0.7535107068028741
99,0.7422765046066905,0.8100776117787264,0.7541053068261755
102,0.7442293998462348,0.8100649853812556,0.7501544914593608
104,0.7424346524952611,0.8106701125762268,0.7537804897465538
117,0.7414944978215176,0.8113352716890768,0.7556961640907742
119,0.7431391014251272,0.810437589039226,0.7523576672006154
132,0.7475496856755842,0.808843108408479,0.7435207398560224
136,0.7427699029725169,0.8105774661969056,0.7531001010481284
143,0.7417102965951722,0.8106468379077176,0.7552545854113448
153,0.7413969719474099,0.8116176710483054,0.7558918897384261
154,0.742331350175971,0.8095132199351395,0.7539901933623379
187,0.7412976649493184,0.8108706353578956,0.7560944274935512
221,0.7409085067868,0.8116314982429454,0.7568889050557898
