S,ssi,smpi,enl
16,0.6244124998285123,0.5421480398006494,19.20663547834471
20,0.5552739650588736,0.47212818507579984,24.145295675222684
24,0.5641100851653651,0.4746611171296821,23.726930053176506
25,0.518255497396336,0.43406908098128216,27.80041585861133
28,0.5446966749353922,0.4546106644240005,25.61353834553339
30,0.49101469465160824,0.40685334292315367,30.947328043124177
32,0.5582145797710284,0.46279290715101895,24.703825064917314
35,0.4736017658182999,0.3893782731238598,33.230565657266304
36,0.49464915840969903,0.40585529950340477,30.66243958422278
40,0.4567475774579652,0.3729330013652635,35.638916976659594
42,0.5385050294506792,0.44140291461104697,27.143154513790165
44,0.4623831605647004,0.37606860552828575,34.981437948539174
45,0.4461871923934607,0.36253671894190737,37.4779892746361
48,0.4941125994059307,0.4018759070006259,31.240732540451827
49,0.41089647686140995,0.3313660137982024,44.20178484861192
52,0.45748006807294495,0.36805295822250333,35.559975319227924
54,0.5150394874706138,0.4188004085658666,31.620192969630303
55,0.4146170948999594,0.33506515967018213,43.300471032568815
56,0.41689335448270265,0.33569578732200256,42.94895946429825
60,0.41883169398946013,0.33570456028483986,42.3832973849827
63,0.47417585120564715,0.3826759012383679,33.97336874335251
65,0.4103948580565111,0.32854308562135615,44.19011145948439
66,0.3954474434829634,0.3167450617497657,47.58565765420146
68,0.42239805638634464,0.3389349081500984,41.71187165860813
70,0.39889806547467827,0.3193433017541196,46.759454170466675
72,0.3872840847388782,0.30912170635831226,49.61844953884295
77,0.3639765663377807,0.28993443806915015,56.09221718103516
78,0.38470308790557173,0.30525399413645915,50.15447116212929
80,0.38910972219659684,0.31105187820456903,49.276116072311034
81,0.466223948204304,0.3729547746762621,35.32672437218032
85,0.3840421322434424,0.3061610223388081,50.543236756248774
88,0.33892100037143225,0.26950379683423376,64.7293420856791
91,0.3513452328176879,0.2781115380781823,60.12942419800586
99,0.35192993282481416,0.27887913290178773,60.00589980850983
102,0.3594112280617253,0.28444094473929854,57.87729640986461
104,0.35317592194669734,0.277310454631288,59.507641187517144
117,0.3392482806663319,0.2666170671314372,64.56108231439842
119,0.34752047258575464,0.27445277563201814,61.58022640030107
132,0.3418931181391939,0.2685036863670396,63.50006832013122
136,0.33278622049876017,0.26288361343416256,67.02305813431765
143,0.30903344613399664,0.24308308207481982,77.72199523002955
153,0.31631070497127634,0.25006590240169074,74.18688406462503
154,0.29467349995007075,0.23145408693267477,85.48162076028797
187,0.29849229860036147,0.23352483193609241,83.30837245517377
221,0.28974337026681696,0.22647192099535077,88.41539587414319
