S,ssi,smpi,enl
16,0.783820268277438,0.7801543191866933,0.5306715073924623
20,0.7860557929742339,0.7826929663884085,0.5277199553077376
24,0.7803257723679077,0.7790020969843197,0.5353620598396478
25,0.7803202424775635,0.7795666463768618,0.5354031024745146
28,0.7802617720583559,0.779547931000854,0.5354573845609157
30,0.7819468861729684,0.7807559323309552,0.5331714257129875
32,0.7775098970271304,0.778726327213384,0.5392187601325458
35,0.7807135735281444,0.780678017157575,0.5348427158290049
36,0.778308693932146,0.7796143938830259,0.5381202687592883
40,0.7796478845944342,0.7807670244264607,0.5362796575464426
42,0.7820304539136289,0.781504940688119,0.5330088709407732
44,0.7900201769751657,0.7854985083297052,0.5223620294528402
45,0.7780707922745844,0.7806725738366705,0.5384512910594869
48,0.7774756919010485,0.7810369820230666,0.5392225688641678
49,0.780896433336798,0.7816444286495736,0.5345435005229242
52,0.7807956879050376,0.781097415561051,0.5347069732863391
54,0.7791040533026674,0.7813265564513685,0.5369897621611376
55,0.7824883793984904,0.7823335208658113,0.5323783670293195
56,0.7785431415321648,0.7818995415607163,0.5377793065270917
60,0.7820989852637062,0.783170740949231,0.5328991361762848
63,0.7782816666198462,0.782188969240239,0.5381287664906549
65,0.7812236485123183,0.7823565778289128,0.5341238835904284
66,0.7832512675567534,0.7825624862084594,0.5313724156615013
68,0.7798211356149255,0.7817167228852049,0.536036183954414
70,0.7803910832477765,0.7831733622340921,0.5352283615059541
72,0.776072640464371,0.7816010407338847,0.5411740379538788
77,0.7830998948792244,0.7836637173958727,0.5315409988781675
78,0.7818648776256616,0.7829456845909023,0.5332006012576945
80,0.7798611378797226,0.7840284326144845,0.5359288567036452
81,0.7757793909820963,0.7823940960572021,0.5415832496522203
85,0.7803005319453769,0.7830690417358301,0.535380280835376
88,0.7810800082307947,0.7820003496698937,0.5343034813012189
91,0.7824855489435016,0.7839266686196652,0.5323738308107924
99,0.780552636148978,0.7832008081545397,0.5349797093853128
102,0.7813350751376223,0.7838010419834011,0.5339272214729216
104,0.7773886715105169,0.7832202182467035,0.5393432960796037
117,0.7791863081999417,0.7839711631411828,0.5368692540379018
119,0.7805946172626138,0.7844560231592816,0.5349453689282706
132,0.7811232954381248,0.7844460516537488,0.5341983228223008
136,0.7781475468064828,0.784346557936014,0.5382918380972999
143,0.7819443097418928,0.784876218311539,0.533077132452564
153,0.7779915454791184,0.7847284859244396,0.538507790134566
154,0.7822287768049978,0.7853134778231015,0.5327251659836696
187,0.7827332425456124,0.786038403422968,0.5320030753732732
221,0.7814829389530766,0.7864018756051224,0.5337171529580189
