S,ssi,smpi,enl
16,0.6746063390101994,0.580181950404345,14.098539028975926
20,0.6675322996545213,0.5685067635020263,14.483432084299006
24,0.618304863157798,0.5164828508017344,16.621496879898057
25,0.5873329191935023,0.490604704676248,18.424779992957628
28,0.6037851219622554,0.49963306714371264,17.499873415647823
30,0.6126099983410012,0.5085351379052028,16.994762623272564
32,0.615392313709023,0.5076147577729457,16.787415147758466
35,0.571824360981743,0.469557670742874,19.43754663577656
36,0.5860180945073542,0.4792179419342736,18.563347942153282
40,0.579642915167286,0.47395445319723684,18.96170429975348
42,0.5606610466756722,0.4554319579545094,20.261725649267152
44,0.7415607208235652,0.6152484016014744,11.749718108535816
45,0.5456459019200307,0.4436108751859276,21.34959699083176
48,0.5605790312032248,0.4525909900012771,20.178971380213667
49,0.5696960337056196,0.46210224658193017,19.555668845818246
52,0.5939215732023773,0.4814031115855097,18.175750900137082
54,0.5361933494288955,0.4321943557227151,22.09994536082758
55,0.5634566106509299,0.45655827405981375,19.998135270427298
56,0.5378781511086297,0.4329086737674416,21.934378567838493
60,0.5351758566187738,0.43224109618695766,22.176641690129866
63,0.5264315524971234,0.4232986539616372,22.935521168299697
65,0.5537668229182894,0.4464892438085753,20.80072805727582
66,0.6414812679845611,0.5215725865545907,15.548457561921943
68,0.585474711639836,0.4715257620266738,18.623971340624433
70,0.5324723885594056,0.42783776858010203,22.373523550393383
72,0.5264839611109094,0.419546728953084,22.877176936938387
77,0.5463796717517515,0.43746804599341005,21.247548289889163
78,0.544872242922097,0.4358969475060346,21.574896354857547
80,0.5061894342923691,0.4054378066512372,24.748368272195375
81,0.5000681057032285,0.39940497082233534,25.35796566098547
85,0.5443093413939167,0.43604467503610284,21.43574121418944
88,0.6258529413468608,0.5034008630661473,16.221156926053077
91,0.5485847399356234,0.43884150286267803,21.08654316505575
99,0.5231971955705205,0.4160810676750741,23.1655121887165
102,0.5362661683923284,0.42762723616618087,22.188198028262637
104,0.5069271993516976,0.4024766663908723,24.676384780225092
117,0.5032799276209393,0.3996528720455401,25.22007693761768
119,0.5277422672844377,0.4199129482932204,22.778628039222834
132,0.5580988628672101,0.4442652189604316,20.358718923727587
136,0.5009406886770099,0.39611798109793184,25.26970108891028
143,0.5112353764479051,0.4046032513948436,24.262241695525532
153,0.4911153903450549,0.38899609523431133,26.353129005692153
154,0.5350931432103843,0.42462269484851567,22.14829125065812
187,0.49840979233790333,0.39432916957543684,25.526988866387978
221,0.5041668428898477,0.3983044133293966,24.995244759878474
