"S","ssi","smpi","enl"
16,0.7229307946985469,0.717779883173307,0.6237131106499431
20,0.7229790742211475,0.7202157420146789,0.6236874907067846
24,0.7208924389351494,0.7194220619104603,0.6272384167860322
25,0.7198318946928289,0.7187936709844657,0.6291175621062749
28,0.7209581977353494,0.717473314054574,0.6271474191286316
30,0.722004356197598,0.7203458873962739,0.6253237523121606
32,0.7206058773514311,0.7171343384300084,0.6277431235965487
35,0.7197628169297557,0.7191541031570081,0.6292195950956582
36,0.7194273033237252,0.7219369526333231,0.629779009181162
40,0.7187576998473598,0.7199816023623775,0.6309607639405241
42,0.7216807622728825,0.7204127892910467,0.6258383322275165
44,0.7230825192970743,0.7184886851192976,0.623443005007951
45,0.7177401338285129,0.7224156229017854,0.6327457039730474
48,0.719827402315633,0.7288882748185691,0.629049685381231
49,0.7201001507513531,0.7164589750134454,0.628602600390999
52,0.7200021811270786,0.7186618266626457,0.6287670508468527
54,0.7176599481688677,0.7182554796924566,0.6328754326684983
55,0.719608234025732,0.7210469385972397,0.6294479095884857
56,0.7178711995823782,0.7143631331952708,0.6324827045386323
60,0.7202496451873154,0.7220077131231036,0.6283422856395154
63,0.7178200427129945,0.7178310807028372,0.6325991674915973
65,0.7179641067243662,0.7186347169831879,0.6323361375369914
66,0.7199459779538414,0.7184768911446445,0.6288755622979529
68,0.7189483080355921,0.7199362455814128,0.6306125891663188
70,0.7186153179455528,0.7223284205245682,0.631189654946014
72,0.7175713919393812,0.7292967290571617,0.6330113078535288
77,0.7197236126075439,0.7172562801127896,0.6292410023478598
78,0.7189558651578469,0.7175025704044246,0.630589204188171
80,0.718208220066002,0.7235975189232279,0.6318892358051805
81,0.7157639924436883,0.7186283347093316,0.6362122199939422
85,0.7177975732766608,0.7195435329750505,0.6326321980825031
88,0.7190625293198332,0.7195757325744818,0.6303983972986231
91,0.7208884828343165,0.71981387967342,0.6272080991411814
99,0.721139905290813,0.7202710670351394,0.626761978825545
102,0.7189244302810328,0.7229088137912331,0.6306591073009576
104,0.7175737075573052,0.7222334447461383,0.6330072223917844
117,0.7170690649852884,0.7235645530998979,0.6338989874864793
119,0.7182117499583484,0.721103764606552,0.6318841000936531
132,0.7176457114039797,0.7215636759392698,0.6328802052084737
136,0.7159384321852709,0.722817018722843,0.6359022291625198
143,0.7187514017448691,0.7243888977339189,0.6309345219490298
153,0.7176877797038622,0.7229315028812722,0.6328060269438387
154,0.7197590906233771,0.7204325789478858,0.6291923812895671
187,0.7174672557757632,0.7229500691416911,0.6331950769454304
221,0.7180183851029953,0.7216483978825387,0.6322332629274403
