S,ssi,smpi,enl
16,0.5145455247927488,0.4302858490100354,24.137782307241142
20,0.47912884302761405,0.395436638403,27.87236393724589
24,0.4618385330274868,0.37301266886630463,29.973413469311907
25,0.4515648801661166,0.3671495449887072,31.222509379282844
28,0.4314121574252954,0.3483700115450384,34.27244375595674
30,0.4286209936347127,0.3428854507759883,34.894116702654465
32,0.42030048970927675,0.33623568860124803,36.17320934923812
35,0.39404930209794437,0.31537292136193656,41.1119181382718
36,0.3993201335413312,0.31846669601343514,40.2314371781237
40,0.38974356191321274,0.31030801863919083,41.95335844011463
42,0.3783509355266304,0.2984537732751953,44.60574674867849
44,0.38475217629145625,0.3048449688833444,43.15253711687166
45,0.3688269082209877,0.2922521045267862,46.8519135024046
48,0.37506216207363996,0.29437900245802645,45.539278817805986
49,0.34984279364841425,0.2761768075284613,52.07904506109071
52,0.3626096772784816,0.28570870223533273,48.59317084825756
54,0.3477220990103413,0.2720646320776984,52.989404254593545
55,0.3563960065689378,0.28053534269653196,50.154192874261554
56,0.34464993217812717,0.27113612989127756,53.625667329702964
60,0.359737603186502,0.2809725705704097,49.44847463494421
63,0.3245788042654607,0.2538042065771798,60.31267318243571
65,0.33719373398424857,0.2639546097031695,55.95199970786784
66,0.34152532374571637,0.2661554193089746,54.71198504407141
68,0.33572496488722064,0.26384383436209974,56.948494659049096
70,0.3328853850078023,0.26087934092871445,57.53640777199212
72,0.30654997846863574,0.2383235950398183,67.89288828464245
77,0.30740597928514535,0.2391255873040355,67.2917800587815
78,0.32276628140660646,0.2505699820932207,61.50194065178319
80,0.32758458880558494,0.256539068037758,59.52062308325586
81,0.31111642809273604,0.24158925911676993,65.82547732256569
85,0.3262275251612806,0.2563371788140345,59.73726578965733
88,0.3122768958137008,0.242869586965896,65.11905289931178
91,0.28896008419573493,0.22466059545643793,76.11796582418654
99,0.28658358932668027,0.22170203668078012,77.66005073069721
102,0.29997226900057533,0.23260041536963988,71.32838026932758
104,0.28233488457719463,0.21833293169571732,79.6297794116841
117,0.2740622632097129,0.21137785424343278,84.50313143188967
119,0.27326214569439305,0.21231915344871344,84.96246655791906
132,0.30766772764479317,0.23896964129958742,67.91821852816271
136,0.2598119697719997,0.19989099066221672,93.94083381902924
143,0.2570735124868986,0.19812181551122288,96.09168092740842
153,0.27460488841427233,0.21162865346428697,84.09229274127712
154,0.26024968268150167,0.2003385237297655,93.62510212452862
187,0.24906724677282444,0.19166343728813343,102.2208485290443
221,0.2327369151222557,0.17880573210413706,117.0690717069524
